"Step","2of3 - accuracy","2of3 - accuracy__MIN","2of3 - accuracy__MAX","2of3 - test_accuracy","2of3 - test_accuracy__MIN","2of3 - test_accuracy__MAX","2of3 - err1","2of3 - err1__MIN","2of3 - err1__MAX","2of3 - err2","2of3 - err2__MIN","2of3 - err2__MAX","2of3 - test_err1","2of3 - test_err1__MIN","2of3 - test_err1__MAX","2of3 - test_err2","2of3 - test_err2__MIN","2of3 - test_err2__MAX","2of3 - loss","2of3 - loss__MIN","2of3 - loss__MAX","1of3 - accuracy","1of3 - accuracy__MIN","1of3 - accuracy__MAX","1of3 - test_accuracy","1of3 - test_accuracy__MIN","1of3 - test_accuracy__MAX","1of3 - err1","1of3 - err1__MIN","1of3 - err1__MAX","1of3 - err2","1of3 - err2__MIN","1of3 - err2__MAX","1of3 - test_err1","1of3 - test_err1__MIN","1of3 - test_err1__MAX","1of3 - test_err2","1of3 - test_err2__MIN","1of3 - test_err2__MAX","1of3 - loss","1of3 - loss__MIN","1of3 - loss__MAX","0of3 - accuracy","0of3 - accuracy__MIN","0of3 - accuracy__MAX","0of3 - test_accuracy","0of3 - test_accuracy__MIN","0of3 - test_accuracy__MAX","0of3 - err1","0of3 - err1__MIN","0of3 - err1__MAX","0of3 - err2","0of3 - err2__MIN","0of3 - err2__MAX","0of3 - test_err1","0of3 - test_err1__MIN","0of3 - test_err1__MAX","0of3 - test_err2","0of3 - test_err2__MIN","0of3 - test_err2__MAX","0of3 - loss","0of3 - loss__MIN","0of3 - loss__MAX"
"288","0.8681640625","0.8681640625","0.8681640625","0.8642578125","0.8642578125","0.8642578125","0.1318359375","0.1318359375","0.1318359375","0","0","0","0.1357421875","0.1357421875","0.1357421875","0","0","0","0.04838122007276979","0.04838122007276979","0.04838122007276979","0.869140625","0.869140625","0.869140625","0.8427734375","0.8427734375","0.8427734375","0.130859375","0.130859375","0.130859375","0","0","0","0.15625","0.15625","0.15625","0.0009765625","0.0009765625","0.0009765625","0.04745960971558816","0.04745960971558816","0.04745960971558816","0.845703125","0.845703125","0.845703125","0.890625","0.890625","0.890625","0.154296875","0.154296875","0.154296875","0","0","0","0.109375","0.109375","0.109375","0","0","0","0.05235648526104342","0.05235648526104342","0.05235648526104342"
"289","0.857421875","0.857421875","0.857421875","0.8564453125","0.8564453125","0.8564453125","0.142578125","0.142578125","0.142578125","0","0","0","0.1435546875","0.1435546875","0.1435546875","0","0","0","0.04894581402550102","0.04894581402550102","0.04894581402550102","0.859375","0.859375","0.859375","0.853515625","0.853515625","0.853515625","0.140625","0.140625","0.140625","0","0","0","0.146484375","0.146484375","0.146484375","0","0","0","0.04131189452709805","0.04131189452709805","0.04131189452709805","0.880859375","0.880859375","0.880859375","0.8310546875","0.8310546875","0.8310546875","0.119140625","0.119140625","0.119140625","0","0","0","0.16796875","0.16796875","0.16796875","0.0009765625","0.0009765625","0.0009765625","0.04891249236243311","0.04891249236243311","0.04891249236243311"
"290","0.86328125","0.86328125","0.86328125","0.8544921875","0.8544921875","0.8544921875","0.13671875","0.13671875","0.13671875","0","0","0","0.1435546875","0.1435546875","0.1435546875","0.001953125","0.001953125","0.001953125","0.048890100839344086","0.048890100839344086","0.048890100839344086","0.8720703125","0.8720703125","0.8720703125","0.8349609375","0.8349609375","0.8349609375","0.1279296875","0.1279296875","0.1279296875","0","0","0","0.1650390625","0.1650390625","0.1650390625","0","0","0","0.04671141828293912","0.04671141828293912","0.04671141828293912","0.875","0.875","0.875","0.8828125","0.8828125","0.8828125","0.125","0.125","0.125","0","0","0","0.1171875","0.1171875","0.1171875","0","0","0","0.04875942647413467","0.04875942647413467","0.04875942647413467"
"291","0.845703125","0.845703125","0.845703125","0.8759765625","0.8759765625","0.8759765625","0.154296875","0.154296875","0.154296875","0","0","0","0.1240234375","0.1240234375","0.1240234375","0","0","0","0.04560942405441892","0.04560942405441892","0.04560942405441892","0.8623046875","0.8623046875","0.8623046875","0.89453125","0.89453125","0.89453125","0.1376953125","0.1376953125","0.1376953125","0","0","0","0.10546875","0.10546875","0.10546875","0","0","0","0.03972088439422805","0.03972088439422805","0.03972088439422805","0.869140625","0.869140625","0.869140625","0.8818359375","0.8818359375","0.8818359375","0.130859375","0.130859375","0.130859375","0","0","0","0.1181640625","0.1181640625","0.1181640625","0","0","0","0.04146184884302784","0.04146184884302784","0.04146184884302784"
"292","0.845703125","0.845703125","0.845703125","0.8740234375","0.8740234375","0.8740234375","0.1533203125","0.1533203125","0.1533203125","0.0009765625","0.0009765625","0.0009765625","0.125","0.125","0.125","0.0009765625","0.0009765625","0.0009765625","0.05206343907411792","0.05206343907411792","0.05206343907411792","0.8740234375","0.8740234375","0.8740234375","0.859375","0.859375","0.859375","0.1259765625","0.1259765625","0.1259765625","0","0","0","0.140625","0.140625","0.140625","0","0","0","0.04603212675829127","0.04603212675829127","0.04603212675829127","0.8701171875","0.8701171875","0.8701171875","0.87109375","0.87109375","0.87109375","0.1298828125","0.1298828125","0.1298828125","0","0","0","0.1279296875","0.1279296875","0.1279296875","0.0009765625","0.0009765625","0.0009765625","0.045808960632712115","0.045808960632712115","0.045808960632712115"
"293","0.849609375","0.849609375","0.849609375","0.8173828125","0.8173828125","0.8173828125","0.150390625","0.150390625","0.150390625","0","0","0","0.1826171875","0.1826171875","0.1826171875","0","0","0","0.05233613385462377","0.05233613385462377","0.05233613385462377","0.87890625","0.87890625","0.87890625","0.8544921875","0.8544921875","0.8544921875","0.12109375","0.12109375","0.12109375","0","0","0","0.1455078125","0.1455078125","0.1455078125","0","0","0","0.047482369108365674","0.047482369108365674","0.047482369108365674","0.8759765625","0.8759765625","0.8759765625","0.806640625","0.806640625","0.806640625","0.1240234375","0.1240234375","0.1240234375","0","0","0","0.193359375","0.193359375","0.193359375","0","0","0","0.044995977008511545","0.044995977008511545","0.044995977008511545"
"294","0.8701171875","0.8701171875","0.8701171875","0.876953125","0.876953125","0.876953125","0.1298828125","0.1298828125","0.1298828125","0","0","0","0.123046875","0.123046875","0.123046875","0","0","0","0.04604477380962635","0.04604477380962635","0.04604477380962635","0.85546875","0.85546875","0.85546875","0.8583984375","0.8583984375","0.8583984375","0.1435546875","0.1435546875","0.1435546875","0.0009765625","0.0009765625","0.0009765625","0.1416015625","0.1416015625","0.1416015625","0","0","0","0.048683578453164955","0.048683578453164955","0.048683578453164955","0.8623046875","0.8623046875","0.8623046875","0.8720703125","0.8720703125","0.8720703125","0.13671875","0.13671875","0.13671875","0.0009765625","0.0009765625","0.0009765625","0.126953125","0.126953125","0.126953125","0.0009765625","0.0009765625","0.0009765625","0.04894781787334068","0.04894781787334068","0.04894781787334068"
"295","0.8486328125","0.8486328125","0.8486328125","0.841796875","0.841796875","0.841796875","0.1513671875","0.1513671875","0.1513671875","0","0","0","0.158203125","0.158203125","0.158203125","0","0","0","0.04757195841602879","0.04757195841602879","0.04757195841602879","0.8642578125","0.8642578125","0.8642578125","0.880859375","0.880859375","0.880859375","0.1357421875","0.1357421875","0.1357421875","0","0","0","0.119140625","0.119140625","0.119140625","0","0","0","0.04484191461961018","0.04484191461961018","0.04484191461961018","0.8642578125","0.8642578125","0.8642578125","0.873046875","0.873046875","0.873046875","0.1357421875","0.1357421875","0.1357421875","0","0","0","0.126953125","0.126953125","0.126953125","0","0","0","0.04471035067581397","0.04471035067581397","0.04471035067581397"
"296","0.8662109375","0.8662109375","0.8662109375","0.8681640625","0.8681640625","0.8681640625","0.1337890625","0.1337890625","0.1337890625","0","0","0","0.130859375","0.130859375","0.130859375","0.0009765625","0.0009765625","0.0009765625","0.0479608472869586","0.0479608472869586","0.0479608472869586","0.8544921875","0.8544921875","0.8544921875","0.8896484375","0.8896484375","0.8896484375","0.1455078125","0.1455078125","0.1455078125","0","0","0","0.1103515625","0.1103515625","0.1103515625","0","0","0","0.053994362491721404","0.053994362491721404","0.053994362491721404","0.86328125","0.86328125","0.86328125","0.8662109375","0.8662109375","0.8662109375","0.13671875","0.13671875","0.13671875","0","0","0","0.1318359375","0.1318359375","0.1318359375","0.001953125","0.001953125","0.001953125","0.04498569922725437","0.04498569922725437","0.04498569922725437"
"297","0.865234375","0.865234375","0.865234375","0.869140625","0.869140625","0.869140625","0.134765625","0.134765625","0.134765625","0","0","0","0.130859375","0.130859375","0.130859375","0","0","0","0.043186331045944826","0.043186331045944826","0.043186331045944826","0.8740234375","0.8740234375","0.8740234375","0.88671875","0.88671875","0.88671875","0.1259765625","0.1259765625","0.1259765625","0","0","0","0.11328125","0.11328125","0.11328125","0","0","0","0.0469893018125731","0.0469893018125731","0.0469893018125731","0.8740234375","0.8740234375","0.8740234375","0.873046875","0.873046875","0.873046875","0.1259765625","0.1259765625","0.1259765625","0","0","0","0.1259765625","0.1259765625","0.1259765625","0.0009765625","0.0009765625","0.0009765625","0.05044924993035238","0.05044924993035238","0.05044924993035238"
"298","0.8544921875","0.8544921875","0.8544921875","0.8974609375","0.8974609375","0.8974609375","0.1455078125","0.1455078125","0.1455078125","0","0","0","0.1015625","0.1015625","0.1015625","0.0009765625","0.0009765625","0.0009765625","0.05278449879187974","0.05278449879187974","0.05278449879187974","0.85546875","0.85546875","0.85546875","0.8857421875","0.8857421875","0.8857421875","0.14453125","0.14453125","0.14453125","0","0","0","0.11328125","0.11328125","0.11328125","0.0009765625","0.0009765625","0.0009765625","0.05134665083096479","0.05134665083096479","0.05134665083096479","0.875","0.875","0.875","0.892578125","0.892578125","0.892578125","0.125","0.125","0.125","0","0","0","0.107421875","0.107421875","0.107421875","0","0","0","0.04474223396755406","0.04474223396755406","0.04474223396755406"
"299","0.8837890625","0.8837890625","0.8837890625","0.87890625","0.87890625","0.87890625","0.1162109375","0.1162109375","0.1162109375","0","0","0","0.12109375","0.12109375","0.12109375","0","0","0","0.04366895300518081","0.04366895300518081","0.04366895300518081","0.880859375","0.880859375","0.880859375","0.857421875","0.857421875","0.857421875","0.119140625","0.119140625","0.119140625","0","0","0","0.142578125","0.142578125","0.142578125","0","0","0","0.0407637532116496","0.0407637532116496","0.0407637532116496","0.8740234375","0.8740234375","0.8740234375","0.89453125","0.89453125","0.89453125","0.1259765625","0.1259765625","0.1259765625","0","0","0","0.1044921875","0.1044921875","0.1044921875","0.0009765625","0.0009765625","0.0009765625","0.0416582342259062","0.0416582342259062","0.0416582342259062"
"300","0.8583984375","0.8583984375","0.8583984375","0.802734375","0.802734375","0.802734375","0.1416015625","0.1416015625","0.1416015625","0","0","0","0.197265625","0.197265625","0.197265625","0","0","0","0.04618518374627456","0.04618518374627456","0.04618518374627456","0.865234375","0.865234375","0.865234375","0.8740234375","0.8740234375","0.8740234375","0.134765625","0.134765625","0.134765625","0","0","0","0.125","0.125","0.125","0.0009765625","0.0009765625","0.0009765625","0.04512952639925061","0.04512952639925061","0.04512952639925061","0.8828125","0.8828125","0.8828125","0.8525390625","0.8525390625","0.8525390625","0.1171875","0.1171875","0.1171875","0","0","0","0.1474609375","0.1474609375","0.1474609375","0","0","0","0.04337427723658038","0.04337427723658038","0.04337427723658038"
"301","0.8642578125","0.8642578125","0.8642578125","0.884765625","0.884765625","0.884765625","0.134765625","0.134765625","0.134765625","0.0009765625","0.0009765625","0.0009765625","0.115234375","0.115234375","0.115234375","0","0","0","0.049491091343952576","0.049491091343952576","0.049491091343952576","0.869140625","0.869140625","0.869140625","0.8564453125","0.8564453125","0.8564453125","0.130859375","0.130859375","0.130859375","0","0","0","0.1435546875","0.1435546875","0.1435546875","0","0","0","0.05122468402987579","0.05122468402987579","0.05122468402987579","0.86328125","0.86328125","0.86328125","0.84765625","0.84765625","0.84765625","0.13671875","0.13671875","0.13671875","0","0","0","0.1513671875","0.1513671875","0.1513671875","0.0009765625","0.0009765625","0.0009765625","0.05613317960705899","0.05613317960705899","0.05613317960705899"
"302","0.865234375","0.865234375","0.865234375","0.8427734375","0.8427734375","0.8427734375","0.134765625","0.134765625","0.134765625","0","0","0","0.1572265625","0.1572265625","0.1572265625","0","0","0","0.04579701837792527","0.04579701837792527","0.04579701837792527","0.86328125","0.86328125","0.86328125","0.8857421875","0.8857421875","0.8857421875","0.1357421875","0.1357421875","0.1357421875","0.0009765625","0.0009765625","0.0009765625","0.1142578125","0.1142578125","0.1142578125","0","0","0","0.04591924519172608","0.04591924519172608","0.04591924519172608","0.859375","0.859375","0.859375","0.8779296875","0.8779296875","0.8779296875","0.140625","0.140625","0.140625","0","0","0","0.1220703125","0.1220703125","0.1220703125","0","0","0","0.05191277305857511","0.05191277305857511","0.05191277305857511"
"303","0.8515625","0.8515625","0.8515625","0.830078125","0.830078125","0.830078125","0.1484375","0.1484375","0.1484375","0","0","0","0.169921875","0.169921875","0.169921875","0","0","0","0.05328018174623139","0.05328018174623139","0.05328018174623139","0.84765625","0.84765625","0.84765625","0.8759765625","0.8759765625","0.8759765625","0.1513671875","0.1513671875","0.1513671875","0.0009765625","0.0009765625","0.0009765625","0.123046875","0.123046875","0.123046875","0.0009765625","0.0009765625","0.0009765625","0.05278306830950896","0.05278306830950896","0.05278306830950896","0.8583984375","0.8583984375","0.8583984375","0.8876953125","0.8876953125","0.8876953125","0.1416015625","0.1416015625","0.1416015625","0","0","0","0.1123046875","0.1123046875","0.1123046875","0","0","0","0.049778880949816084","0.049778880949816084","0.049778880949816084"
"304","0.8662109375","0.8662109375","0.8662109375","0.8662109375","0.8662109375","0.8662109375","0.1328125","0.1328125","0.1328125","0.0009765625","0.0009765625","0.0009765625","0.1328125","0.1328125","0.1328125","0.0009765625","0.0009765625","0.0009765625","0.05072521502188465","0.05072521502188465","0.05072521502188465","0.84765625","0.84765625","0.84765625","0.8564453125","0.8564453125","0.8564453125","0.1513671875","0.1513671875","0.1513671875","0.0009765625","0.0009765625","0.0009765625","0.1435546875","0.1435546875","0.1435546875","0","0","0","0.055848955853434745","0.055848955853434745","0.055848955853434745","0.8681640625","0.8681640625","0.8681640625","0.861328125","0.861328125","0.861328125","0.1318359375","0.1318359375","0.1318359375","0","0","0","0.1376953125","0.1376953125","0.1376953125","0.0009765625","0.0009765625","0.0009765625","0.044509857614684734","0.044509857614684734","0.044509857614684734"
"305","0.8583984375","0.8583984375","0.8583984375","0.884765625","0.884765625","0.884765625","0.1416015625","0.1416015625","0.1416015625","0","0","0","0.115234375","0.115234375","0.115234375","0","0","0","0.054817538941279054","0.054817538941279054","0.054817538941279054","0.8603515625","0.8603515625","0.8603515625","0.8798828125","0.8798828125","0.8798828125","0.1396484375","0.1396484375","0.1396484375","0","0","0","0.1201171875","0.1201171875","0.1201171875","0","0","0","0.05151641311022104","0.05151641311022104","0.05151641311022104","0.8359375","0.8359375","0.8359375","0.8603515625","0.8603515625","0.8603515625","0.1630859375","0.1630859375","0.1630859375","0.0009765625","0.0009765625","0.0009765625","0.1396484375","0.1396484375","0.1396484375","0","0","0","0.06105656300132978","0.06105656300132978","0.06105656300132978"
"306","0.8564453125","0.8564453125","0.8564453125","0.896484375","0.896484375","0.896484375","0.1435546875","0.1435546875","0.1435546875","0","0","0","0.1015625","0.1015625","0.1015625","0.001953125","0.001953125","0.001953125","0.04839792170059809","0.04839792170059809","0.04839792170059809","0.8583984375","0.8583984375","0.8583984375","0.8740234375","0.8740234375","0.8740234375","0.140625","0.140625","0.140625","0.0009765625","0.0009765625","0.0009765625","0.1259765625","0.1259765625","0.1259765625","0","0","0","0.04843456686830905","0.04843456686830905","0.04843456686830905","0.82421875","0.82421875","0.82421875","0.8857421875","0.8857421875","0.8857421875","0.1748046875","0.1748046875","0.1748046875","0.0009765625","0.0009765625","0.0009765625","0.1142578125","0.1142578125","0.1142578125","0","0","0","0.05628349155449541","0.05628349155449541","0.05628349155449541"
"307","0.869140625","0.869140625","0.869140625","0.8603515625","0.8603515625","0.8603515625","0.130859375","0.130859375","0.130859375","0","0","0","0.1396484375","0.1396484375","0.1396484375","0","0","0","0.04568815116363112","0.04568815116363112","0.04568815116363112","0.87109375","0.87109375","0.87109375","0.8271484375","0.8271484375","0.8271484375","0.12890625","0.12890625","0.12890625","0","0","0","0.1728515625","0.1728515625","0.1728515625","0","0","0","0.04838633570852835","0.04838633570852835","0.04838633570852835","0.873046875","0.873046875","0.873046875","0.83984375","0.83984375","0.83984375","0.126953125","0.126953125","0.126953125","0","0","0","0.16015625","0.16015625","0.16015625","0","0","0","0.042675819321630115","0.042675819321630115","0.042675819321630115"
