"Step","2of3-test_accuracy","2of3-test_accuracy__MIN","2of3-test_accuracy__MAX","2of3-accuracy","2of3-accuracy__MIN","2of3-accuracy__MAX","2of3-test_err1","2of3-test_err1__MIN","2of3-test_err1__MAX","2of3-test_err2","2of3-test_err2__MIN","2of3-test_err2__MAX","2of3-err1","2of3-err1__MIN","2of3-err1__MAX","2of3-err2","2of3-err2__MIN","2of3-err2__MAX","2of3-loss","2of3-loss__MIN","2of3-loss__MAX","1of3-test_accuracy","1of3-test_accuracy__MIN","1of3-test_accuracy__MAX","1of3-accuracy","1of3-accuracy__MIN","1of3-accuracy__MAX","1of3-test_err1","1of3-test_err1__MIN","1of3-test_err1__MAX","1of3-test_err2","1of3-test_err2__MIN","1of3-test_err2__MAX","1of3-err1","1of3-err1__MIN","1of3-err1__MAX","1of3-err2","1of3-err2__MIN","1of3-err2__MAX","1of3-loss","1of3-loss__MIN","1of3-loss__MAX","0of3-test_accuracy","0of3-test_accuracy__MIN","0of3-test_accuracy__MAX","0of3-accuracy","0of3-accuracy__MIN","0of3-accuracy__MAX","0of3-test_err1","0of3-test_err1__MIN","0of3-test_err1__MAX","0of3-test_err2","0of3-test_err2__MIN","0of3-test_err2__MAX","0of3-err1","0of3-err1__MIN","0of3-err1__MAX","0of3-err2","0of3-err2__MIN","0of3-err2__MAX","0of3-loss","0of3-loss__MIN","0of3-loss__MAX"
"302","0.6884765625","0.6884765625","0.6884765625","0.7333984375","0.7333984375","0.7333984375","0.3115234375","0.3115234375","0.3115234375","0","0","0","0.2646484375","0.2646484375","0.2646484375","0.001953125","0.001953125","0.001953125","0.09373377694282681","0.09373377694282681","0.09373377694282681","0.689453125","0.689453125","0.689453125","0.7412109375","0.7412109375","0.7412109375","0.3076171875","0.3076171875","0.3076171875","0.0029296875","0.0029296875","0.0029296875","0.2587890625","0.2587890625","0.2587890625","0","0","0","0.0955660283943871","0.0955660283943871","0.0955660283943871","0.728515625","0.728515625","0.728515625","0.751953125","0.751953125","0.751953125","0.2685546875","0.2685546875","0.2685546875","0.0029296875","0.0029296875","0.0029296875","0.24609375","0.24609375","0.24609375","0.001953125","0.001953125","0.001953125","0.09526497650222154","0.09526497650222154","0.09526497650222154"
"303","0.7431640625","0.7431640625","0.7431640625","0.7333984375","0.7333984375","0.7333984375","0.25390625","0.25390625","0.25390625","0.0029296875","0.0029296875","0.0029296875","0.2626953125","0.2626953125","0.2626953125","0.00390625","0.00390625","0.00390625","0.09789879949676106","0.09789879949676106","0.09789879949676106","0.7763671875","0.7763671875","0.7763671875","0.7333984375","0.7333984375","0.7333984375","0.2216796875","0.2216796875","0.2216796875","0.001953125","0.001953125","0.001953125","0.265625","0.265625","0.265625","0.0009765625","0.0009765625","0.0009765625","0.09421795389062027","0.09421795389062027","0.09421795389062027","0.7734375","0.7734375","0.7734375","0.7490234375","0.7490234375","0.7490234375","0.22265625","0.22265625","0.22265625","0.00390625","0.00390625","0.00390625","0.25","0.25","0.25","0.0009765625","0.0009765625","0.0009765625","0.09634635750262532","0.09634635750262532","0.09634635750262532"
"304","0.671875","0.671875","0.671875","0.720703125","0.720703125","0.720703125","0.3271484375","0.3271484375","0.3271484375","0.0009765625","0.0009765625","0.0009765625","0.275390625","0.275390625","0.275390625","0.00390625","0.00390625","0.00390625","0.10166469710384263","0.10166469710384263","0.10166469710384263","0.7158203125","0.7158203125","0.7158203125","0.7314453125","0.7314453125","0.7314453125","0.283203125","0.283203125","0.283203125","0.0009765625","0.0009765625","0.0009765625","0.265625","0.265625","0.265625","0.0029296875","0.0029296875","0.0029296875","0.10217430269403849","0.10217430269403849","0.10217430269403849","0.6884765625","0.6884765625","0.6884765625","0.7255859375","0.7255859375","0.7255859375","0.3095703125","0.3095703125","0.3095703125","0.001953125","0.001953125","0.001953125","0.271484375","0.271484375","0.271484375","0.0029296875","0.0029296875","0.0029296875","0.09741388654219918","0.09741388654219918","0.09741388654219918"
"305","0.7724609375","0.7724609375","0.7724609375","0.7265625","0.7265625","0.7265625","0.2255859375","0.2255859375","0.2255859375","0.001953125","0.001953125","0.001953125","0.2724609375","0.2724609375","0.2724609375","0.0009765625","0.0009765625","0.0009765625","0.1062750943528954","0.1062750943528954","0.1062750943528954","0.7333984375","0.7333984375","0.7333984375","0.7177734375","0.7177734375","0.7177734375","0.2646484375","0.2646484375","0.2646484375","0.001953125","0.001953125","0.001953125","0.279296875","0.279296875","0.279296875","0.0029296875","0.0029296875","0.0029296875","0.09647046167447115","0.09647046167447115","0.09647046167447115","0.71484375","0.71484375","0.71484375","0.7587890625","0.7587890625","0.7587890625","0.2841796875","0.2841796875","0.2841796875","0.0009765625","0.0009765625","0.0009765625","0.2412109375","0.2412109375","0.2412109375","0","0","0","0.08967620600014925","0.08967620600014925","0.08967620600014925"
"306","0.6611328125","0.6611328125","0.6611328125","0.720703125","0.720703125","0.720703125","0.337890625","0.337890625","0.337890625","0.0009765625","0.0009765625","0.0009765625","0.279296875","0.279296875","0.279296875","0","0","0","0.09639118217455689","0.09639118217455689","0.09639118217455689","0.71875","0.71875","0.71875","0.734375","0.734375","0.734375","0.2802734375","0.2802734375","0.2802734375","0.0009765625","0.0009765625","0.0009765625","0.2646484375","0.2646484375","0.2646484375","0.0009765625","0.0009765625","0.0009765625","0.09572795002895873","0.09572795002895873","0.09572795002895873","0.732421875","0.732421875","0.732421875","0.7177734375","0.7177734375","0.7177734375","0.267578125","0.267578125","0.267578125","0","0","0","0.28125","0.28125","0.28125","0.0009765625","0.0009765625","0.0009765625","0.09879530168836936","0.09879530168836936","0.09879530168836936"
"307","0.72265625","0.72265625","0.72265625","0.7177734375","0.7177734375","0.7177734375","0.2763671875","0.2763671875","0.2763671875","0.0009765625","0.0009765625","0.0009765625","0.2822265625","0.2822265625","0.2822265625","0","0","0","0.09714317917678272","0.09714317917678272","0.09714317917678272","0.7041015625","0.7041015625","0.7041015625","0.734375","0.734375","0.734375","0.2958984375","0.2958984375","0.2958984375","0","0","0","0.2626953125","0.2626953125","0.2626953125","0.0029296875","0.0029296875","0.0029296875","0.09952191458432935","0.09952191458432935","0.09952191458432935","0.7451171875","0.7451171875","0.7451171875","0.7626953125","0.7626953125","0.7626953125","0.2529296875","0.2529296875","0.2529296875","0.001953125","0.001953125","0.001953125","0.2353515625","0.2353515625","0.2353515625","0.001953125","0.001953125","0.001953125","0.09082567456789548","0.09082567456789548","0.09082567456789548"
"308","0.7451171875","0.7451171875","0.7451171875","0.7275390625","0.7275390625","0.7275390625","0.2529296875","0.2529296875","0.2529296875","0.001953125","0.001953125","0.001953125","0.2705078125","0.2705078125","0.2705078125","0.001953125","0.001953125","0.001953125","0.09219920853502117","0.09219920853502117","0.09219920853502117","0.716796875","0.716796875","0.716796875","0.7216796875","0.7216796875","0.7216796875","0.28125","0.28125","0.28125","0.001953125","0.001953125","0.001953125","0.2734375","0.2734375","0.2734375","0.0048828125","0.0048828125","0.0048828125","0.10247478775272612","0.10247478775272612","0.10247478775272612","0.69140625","0.69140625","0.69140625","0.736328125","0.736328125","0.736328125","0.306640625","0.306640625","0.306640625","0.001953125","0.001953125","0.001953125","0.26171875","0.26171875","0.26171875","0.001953125","0.001953125","0.001953125","0.09355938548105769","0.09355938548105769","0.09355938548105769"
"309","0.748046875","0.748046875","0.748046875","0.7421875","0.7421875","0.7421875","0.248046875","0.248046875","0.248046875","0.00390625","0.00390625","0.00390625","0.255859375","0.255859375","0.255859375","0.001953125","0.001953125","0.001953125","0.09074135396076599","0.09074135396076599","0.09074135396076599","0.69921875","0.69921875","0.69921875","0.7314453125","0.7314453125","0.7314453125","0.30078125","0.30078125","0.30078125","0","0","0","0.2666015625","0.2666015625","0.2666015625","0.001953125","0.001953125","0.001953125","0.09153636320115766","0.09153636320115766","0.09153636320115766","0.7587890625","0.7587890625","0.7587890625","0.734375","0.734375","0.734375","0.2392578125","0.2392578125","0.2392578125","0.001953125","0.001953125","0.001953125","0.2646484375","0.2646484375","0.2646484375","0.0009765625","0.0009765625","0.0009765625","0.09896477108122781","0.09896477108122781","0.09896477108122781"
"310","0.7412109375","0.7412109375","0.7412109375","0.7021484375","0.7021484375","0.7021484375","0.2578125","0.2578125","0.2578125","0.0009765625","0.0009765625","0.0009765625","0.294921875","0.294921875","0.294921875","0.0029296875","0.0029296875","0.0029296875","0.10221304391234298","0.10221304391234298","0.10221304391234298","0.7646484375","0.7646484375","0.7646484375","0.712890625","0.712890625","0.712890625","0.232421875","0.232421875","0.232421875","0.0029296875","0.0029296875","0.0029296875","0.28515625","0.28515625","0.28515625","0.001953125","0.001953125","0.001953125","0.09802476613549516","0.09802476613549516","0.09802476613549516","0.73046875","0.73046875","0.73046875","0.7216796875","0.7216796875","0.7216796875","0.2666015625","0.2666015625","0.2666015625","0.0029296875","0.0029296875","0.0029296875","0.275390625","0.275390625","0.275390625","0.0029296875","0.0029296875","0.0029296875","0.10389247508646804","0.10389247508646804","0.10389247508646804"
"311","0.796875","0.796875","0.796875","0.7001953125","0.7001953125","0.7001953125","0.201171875","0.201171875","0.201171875","0.001953125","0.001953125","0.001953125","0.2978515625","0.2978515625","0.2978515625","0.001953125","0.001953125","0.001953125","0.10482740987936268","0.10482740987936268","0.10482740987936268","0.7607421875","0.7607421875","0.7607421875","0.7099609375","0.7099609375","0.7099609375","0.236328125","0.236328125","0.236328125","0.0029296875","0.0029296875","0.0029296875","0.2880859375","0.2880859375","0.2880859375","0.001953125","0.001953125","0.001953125","0.10132596827315865","0.10132596827315865","0.10132596827315865","0.7353515625","0.7353515625","0.7353515625","0.720703125","0.720703125","0.720703125","0.263671875","0.263671875","0.263671875","0.0009765625","0.0009765625","0.0009765625","0.2783203125","0.2783203125","0.2783203125","0.0009765625","0.0009765625","0.0009765625","0.10068995093752164","0.10068995093752164","0.10068995093752164"
"312","0.75390625","0.75390625","0.75390625","0.7451171875","0.7451171875","0.7451171875","0.2431640625","0.2431640625","0.2431640625","0.0029296875","0.0029296875","0.0029296875","0.25390625","0.25390625","0.25390625","0.0009765625","0.0009765625","0.0009765625","0.10116798380477121","0.10116798380477121","0.10116798380477121","0.701171875","0.701171875","0.701171875","0.7666015625","0.7666015625","0.7666015625","0.2978515625","0.2978515625","0.2978515625","0.0009765625","0.0009765625","0.0009765625","0.232421875","0.232421875","0.232421875","0.0009765625","0.0009765625","0.0009765625","0.0948908522768761","0.0948908522768761","0.0948908522768761","0.7060546875","0.7060546875","0.7060546875","0.73828125","0.73828125","0.73828125","0.2919921875","0.2919921875","0.2919921875","0.001953125","0.001953125","0.001953125","0.26171875","0.26171875","0.26171875","0","0","0","0.09922394354634889","0.09922394354634889","0.09922394354634889"
"313","0.740234375","0.740234375","0.740234375","0.736328125","0.736328125","0.736328125","0.2587890625","0.2587890625","0.2587890625","0.0009765625","0.0009765625","0.0009765625","0.259765625","0.259765625","0.259765625","0.00390625","0.00390625","0.00390625","0.10024280262587126","0.10024280262587126","0.10024280262587126","0.7763671875","0.7763671875","0.7763671875","0.7236328125","0.7236328125","0.7236328125","0.220703125","0.220703125","0.220703125","0.0029296875","0.0029296875","0.0029296875","0.2744140625","0.2744140625","0.2744140625","0.001953125","0.001953125","0.001953125","0.10138038843433606","0.10138038843433606","0.10138038843433606","0.73046875","0.73046875","0.73046875","0.7333984375","0.7333984375","0.7333984375","0.267578125","0.267578125","0.267578125","0.001953125","0.001953125","0.001953125","0.2626953125","0.2626953125","0.2626953125","0.00390625","0.00390625","0.00390625","0.10125884008448338","0.10125884008448338","0.10125884008448338"
"314","0.7451171875","0.7451171875","0.7451171875","0.728515625","0.728515625","0.728515625","0.2529296875","0.2529296875","0.2529296875","0.001953125","0.001953125","0.001953125","0.2705078125","0.2705078125","0.2705078125","0.0009765625","0.0009765625","0.0009765625","0.09331476314400788","0.09331476314400788","0.09331476314400788","0.7626953125","0.7626953125","0.7626953125","0.7490234375","0.7490234375","0.7490234375","0.2373046875","0.2373046875","0.2373046875","0","0","0","0.2490234375","0.2490234375","0.2490234375","0.001953125","0.001953125","0.001953125","0.09477075196627993","0.09477075196627993","0.09477075196627993","0.7099609375","0.7099609375","0.7099609375","0.7490234375","0.7490234375","0.7490234375","0.287109375","0.287109375","0.287109375","0.0029296875","0.0029296875","0.0029296875","0.25","0.25","0.25","0.0009765625","0.0009765625","0.0009765625","0.09613457472005393","0.09613457472005393","0.09613457472005393"
"315","0.7451171875","0.7451171875","0.7451171875","0.7138671875","0.7138671875","0.7138671875","0.2548828125","0.2548828125","0.2548828125","0","0","0","0.2841796875","0.2841796875","0.2841796875","0.001953125","0.001953125","0.001953125","0.10579664189208415","0.10579664189208415","0.10579664189208415","0.73828125","0.73828125","0.73828125","0.751953125","0.751953125","0.751953125","0.2607421875","0.2607421875","0.2607421875","0.0009765625","0.0009765625","0.0009765625","0.2470703125","0.2470703125","0.2470703125","0.0009765625","0.0009765625","0.0009765625","0.0974668518974795","0.0974668518974795","0.0974668518974795","0.73046875","0.73046875","0.73046875","0.73046875","0.73046875","0.73046875","0.26953125","0.26953125","0.26953125","0","0","0","0.265625","0.265625","0.265625","0.00390625","0.00390625","0.00390625","0.09994967379316222","0.09994967379316222","0.09994967379316222"
"316","0.6962890625","0.6962890625","0.6962890625","0.7099609375","0.7099609375","0.7099609375","0.3037109375","0.3037109375","0.3037109375","0","0","0","0.2861328125","0.2861328125","0.2861328125","0.00390625","0.00390625","0.00390625","0.10011651366949081","0.10011651366949081","0.10011651366949081","0.68359375","0.68359375","0.68359375","0.751953125","0.751953125","0.751953125","0.3134765625","0.3134765625","0.3134765625","0.0029296875","0.0029296875","0.0029296875","0.24609375","0.24609375","0.24609375","0.001953125","0.001953125","0.001953125","0.09692096880826284","0.09692096880826284","0.09692096880826284","0.6767578125","0.6767578125","0.6767578125","0.7509765625","0.7509765625","0.7509765625","0.3193359375","0.3193359375","0.3193359375","0.00390625","0.00390625","0.00390625","0.24609375","0.24609375","0.24609375","0.0029296875","0.0029296875","0.0029296875","0.09818541319691576","0.09818541319691576","0.09818541319691576"
"317","0.71484375","0.71484375","0.71484375","0.71484375","0.71484375","0.71484375","0.28515625","0.28515625","0.28515625","0","0","0","0.2822265625","0.2822265625","0.2822265625","0.0029296875","0.0029296875","0.0029296875","0.0927547620376572","0.0927547620376572","0.0927547620376572","0.7548828125","0.7548828125","0.7548828125","0.7392578125","0.7392578125","0.7392578125","0.2421875","0.2421875","0.2421875","0.0029296875","0.0029296875","0.0029296875","0.2607421875","0.2607421875","0.2607421875","0","0","0","0.08978107324946905","0.08978107324946905","0.08978107324946905","0.763671875","0.763671875","0.763671875","0.7275390625","0.7275390625","0.7275390625","0.232421875","0.232421875","0.232421875","0.00390625","0.00390625","0.00390625","0.26953125","0.26953125","0.26953125","0.0029296875","0.0029296875","0.0029296875","0.09509073505614651","0.09509073505614651","0.09509073505614651"
"318","0.78125","0.78125","0.78125","0.7373046875","0.7373046875","0.7373046875","0.2177734375","0.2177734375","0.2177734375","0.0009765625","0.0009765625","0.0009765625","0.2607421875","0.2607421875","0.2607421875","0.001953125","0.001953125","0.001953125","0.09280012131057447","0.09280012131057447","0.09280012131057447","0.7822265625","0.7822265625","0.7822265625","0.7265625","0.7265625","0.7265625","0.216796875","0.216796875","0.216796875","0.0009765625","0.0009765625","0.0009765625","0.2724609375","0.2724609375","0.2724609375","0.0009765625","0.0009765625","0.0009765625","0.09844300473923795","0.09844300473923795","0.09844300473923795","0.7734375","0.7734375","0.7734375","0.71875","0.71875","0.71875","0.2197265625","0.2197265625","0.2197265625","0.0068359375","0.0068359375","0.0068359375","0.279296875","0.279296875","0.279296875","0.001953125","0.001953125","0.001953125","0.09798210322333034","0.09798210322333034","0.09798210322333034"
"319","0.7294921875","0.7294921875","0.7294921875","0.7578125","0.7578125","0.7578125","0.26953125","0.26953125","0.26953125","0.0009765625","0.0009765625","0.0009765625","0.2392578125","0.2392578125","0.2392578125","0.0029296875","0.0029296875","0.0029296875","0.09581875988806132","0.09581875988806132","0.09581875988806132","0.74609375","0.74609375","0.74609375","0.7421875","0.7421875","0.7421875","0.251953125","0.251953125","0.251953125","0.001953125","0.001953125","0.001953125","0.2568359375","0.2568359375","0.2568359375","0.0009765625","0.0009765625","0.0009765625","0.09349156403652614","0.09349156403652614","0.09349156403652614","0.71484375","0.71484375","0.71484375","0.7373046875","0.7373046875","0.7373046875","0.279296875","0.279296875","0.279296875","0.005859375","0.005859375","0.005859375","0.2587890625","0.2587890625","0.2587890625","0.00390625","0.00390625","0.00390625","0.10273887632865808","0.10273887632865808","0.10273887632865808"
"320","0.77734375","0.77734375","0.77734375","0.728515625","0.728515625","0.728515625","0.220703125","0.220703125","0.220703125","0.001953125","0.001953125","0.001953125","0.2705078125","0.2705078125","0.2705078125","0.0009765625","0.0009765625","0.0009765625","0.09170576552423881","0.09170576552423881","0.09170576552423881","0.712890625","0.712890625","0.712890625","0.7392578125","0.7392578125","0.7392578125","0.2841796875","0.2841796875","0.2841796875","0.0029296875","0.0029296875","0.0029296875","0.259765625","0.259765625","0.259765625","0.0009765625","0.0009765625","0.0009765625","0.0969247532193549","0.0969247532193549","0.0969247532193549","0.76171875","0.76171875","0.76171875","0.7275390625","0.7275390625","0.7275390625","0.23828125","0.23828125","0.23828125","0","0","0","0.2724609375","0.2724609375","0.2724609375","0","0","0","0.09120446779706981","0.09120446779706981","0.09120446779706981"
"321","0.7412109375","0.7412109375","0.7412109375","0.7314453125","0.7314453125","0.7314453125","0.2578125","0.2578125","0.2578125","0.0009765625","0.0009765625","0.0009765625","0.267578125","0.267578125","0.267578125","0.0009765625","0.0009765625","0.0009765625","0.09813238269271096","0.09813238269271096","0.09813238269271096","0.787109375","0.787109375","0.787109375","0.712890625","0.712890625","0.712890625","0.2099609375","0.2099609375","0.2099609375","0.0029296875","0.0029296875","0.0029296875","0.2861328125","0.2861328125","0.2861328125","0.0009765625","0.0009765625","0.0009765625","0.10428218285960611","0.10428218285960611","0.10428218285960611","0.80078125","0.80078125","0.80078125","0.7060546875","0.7060546875","0.7060546875","0.1953125","0.1953125","0.1953125","0.00390625","0.00390625","0.00390625","0.291015625","0.291015625","0.291015625","0.0029296875","0.0029296875","0.0029296875","0.09595040856220294","0.09595040856220294","0.09595040856220294"
"322","0.7509765625","0.7509765625","0.7509765625","0.7490234375","0.7490234375","0.7490234375","0.248046875","0.248046875","0.248046875","0.0009765625","0.0009765625","0.0009765625","0.248046875","0.248046875","0.248046875","0.0029296875","0.0029296875","0.0029296875","0.09057560682413168","0.09057560682413168","0.09057560682413168","0.7314453125","0.7314453125","0.7314453125","0.7216796875","0.7216796875","0.7216796875","0.267578125","0.267578125","0.267578125","0.0009765625","0.0009765625","0.0009765625","0.275390625","0.275390625","0.275390625","0.0029296875","0.0029296875","0.0029296875","0.09616248942438688","0.09616248942438688","0.09616248942438688","0.68359375","0.68359375","0.68359375","0.73828125","0.73828125","0.73828125","0.3154296875","0.3154296875","0.3154296875","0.0009765625","0.0009765625","0.0009765625","0.2578125","0.2578125","0.2578125","0.00390625","0.00390625","0.00390625","0.09294334273727145","0.09294334273727145","0.09294334273727145"
"323","0.7216796875","0.7216796875","0.7216796875","0.7373046875","0.7373046875","0.7373046875","0.27734375","0.27734375","0.27734375","0.0009765625","0.0009765625","0.0009765625","0.26171875","0.26171875","0.26171875","0.0009765625","0.0009765625","0.0009765625","0.09903033464070177","0.09903033464070177","0.09903033464070177","0.7646484375","0.7646484375","0.7646484375","0.7421875","0.7421875","0.7421875","0.2333984375","0.2333984375","0.2333984375","0.001953125","0.001953125","0.001953125","0.255859375","0.255859375","0.255859375","0.001953125","0.001953125","0.001953125","0.09340625305048889","0.09340625305048889","0.09340625305048889","0.7607421875","0.7607421875","0.7607421875","0.7216796875","0.7216796875","0.7216796875","0.234375","0.234375","0.234375","0.0048828125","0.0048828125","0.0048828125","0.275390625","0.275390625","0.275390625","0.0029296875","0.0029296875","0.0029296875","0.09860698780539678","0.09860698780539678","0.09860698780539678"
"324","0.7529296875","0.7529296875","0.7529296875","0.7548828125","0.7548828125","0.7548828125","0.2470703125","0.2470703125","0.2470703125","0","0","0","0.2451171875","0.2451171875","0.2451171875","0","0","0","0.09413965939893387","0.09413965939893387","0.09413965939893387","0.734375","0.734375","0.734375","0.744140625","0.744140625","0.744140625","0.2626953125","0.2626953125","0.2626953125","0.0029296875","0.0029296875","0.0029296875","0.2529296875","0.2529296875","0.2529296875","0.0029296875","0.0029296875","0.0029296875","0.10395291439635912","0.10395291439635912","0.10395291439635912","0.771484375","0.771484375","0.771484375","0.755859375","0.755859375","0.755859375","0.2275390625","0.2275390625","0.2275390625","0.0009765625","0.0009765625","0.0009765625","0.2421875","0.2421875","0.2421875","0.001953125","0.001953125","0.001953125","0.0937757354331552","0.0937757354331552","0.0937757354331552"
"325","0.6953125","0.6953125","0.6953125","0.763671875","0.763671875","0.763671875","0.3037109375","0.3037109375","0.3037109375","0.0009765625","0.0009765625","0.0009765625","0.2353515625","0.2353515625","0.2353515625","0.0009765625","0.0009765625","0.0009765625","0.09077994684776058","0.09077994684776058","0.09077994684776058","0.73046875","0.73046875","0.73046875","0.7314453125","0.7314453125","0.7314453125","0.2685546875","0.2685546875","0.2685546875","0.0009765625","0.0009765625","0.0009765625","0.267578125","0.267578125","0.267578125","0.0009765625","0.0009765625","0.0009765625","0.09688420297607081","0.09688420297607081","0.09688420297607081","0.703125","0.703125","0.703125","0.748046875","0.748046875","0.748046875","0.29296875","0.29296875","0.29296875","0.00390625","0.00390625","0.00390625","0.25","0.25","0.25","0.001953125","0.001953125","0.001953125","0.09123158109650831","0.09123158109650831","0.09123158109650831"
"326","0.759765625","0.759765625","0.759765625","0.7373046875","0.7373046875","0.7373046875","0.2392578125","0.2392578125","0.2392578125","0.0009765625","0.0009765625","0.0009765625","0.2607421875","0.2607421875","0.2607421875","0.001953125","0.001953125","0.001953125","0.08811756076465826","0.08811756076465826","0.08811756076465826","0.7109375","0.7109375","0.7109375","0.732421875","0.732421875","0.732421875","0.2861328125","0.2861328125","0.2861328125","0.0029296875","0.0029296875","0.0029296875","0.2666015625","0.2666015625","0.2666015625","0.0009765625","0.0009765625","0.0009765625","0.10452940940740518","0.10452940940740518","0.10452940940740518","0.64453125","0.64453125","0.64453125","0.736328125","0.736328125","0.736328125","0.3544921875","0.3544921875","0.3544921875","0.0009765625","0.0009765625","0.0009765625","0.2626953125","0.2626953125","0.2626953125","0.0009765625","0.0009765625","0.0009765625","0.09433021675067721","0.09433021675067721","0.09433021675067721"
"327","0.7587890625","0.7587890625","0.7587890625","0.7333984375","0.7333984375","0.7333984375","0.2392578125","0.2392578125","0.2392578125","0.001953125","0.001953125","0.001953125","0.265625","0.265625","0.265625","0.0009765625","0.0009765625","0.0009765625","0.0884881862803013","0.0884881862803013","0.0884881862803013","0.701171875","0.701171875","0.701171875","0.7373046875","0.7373046875","0.7373046875","0.298828125","0.298828125","0.298828125","0","0","0","0.2626953125","0.2626953125","0.2626953125","0","0","0","0.09295845009910408","0.09295845009910408","0.09295845009910408","0.7431640625","0.7431640625","0.7431640625","0.724609375","0.724609375","0.724609375","0.2548828125","0.2548828125","0.2548828125","0.001953125","0.001953125","0.001953125","0.2724609375","0.2724609375","0.2724609375","0.0029296875","0.0029296875","0.0029296875","0.09836206735781161","0.09836206735781161","0.09836206735781161"
"328","0.7890625","0.7890625","0.7890625","0.74609375","0.74609375","0.74609375","0.208984375","0.208984375","0.208984375","0.001953125","0.001953125","0.001953125","0.2529296875","0.2529296875","0.2529296875","0.0009765625","0.0009765625","0.0009765625","0.09239111506030895","0.09239111506030895","0.09239111506030895","0.798828125","0.798828125","0.798828125","0.7509765625","0.7509765625","0.7509765625","0.201171875","0.201171875","0.201171875","0","0","0","0.2470703125","0.2470703125","0.2470703125","0.001953125","0.001953125","0.001953125","0.08765136296278797","0.08765136296278797","0.08765136296278797","0.7763671875","0.7763671875","0.7763671875","0.7685546875","0.7685546875","0.7685546875","0.2197265625","0.2197265625","0.2197265625","0.00390625","0.00390625","0.00390625","0.2314453125","0.2314453125","0.2314453125","0","0","0","0.08456683059921488","0.08456683059921488","0.08456683059921488"
"329","0.740234375","0.740234375","0.740234375","0.7197265625","0.7197265625","0.7197265625","0.2587890625","0.2587890625","0.2587890625","0.0009765625","0.0009765625","0.0009765625","0.27734375","0.27734375","0.27734375","0.0029296875","0.0029296875","0.0029296875","0.10525686660184874","0.10525686660184874","0.10525686660184874","0.7216796875","0.7216796875","0.7216796875","0.7421875","0.7421875","0.7421875","0.2783203125","0.2783203125","0.2783203125","0","0","0","0.255859375","0.255859375","0.255859375","0.001953125","0.001953125","0.001953125","0.0956371759166359","0.0956371759166359","0.0956371759166359","0.7734375","0.7734375","0.7734375","0.72265625","0.72265625","0.72265625","0.22265625","0.22265625","0.22265625","0.00390625","0.00390625","0.00390625","0.2763671875","0.2763671875","0.2763671875","0.0009765625","0.0009765625","0.0009765625","0.0908750569615222","0.0908750569615222","0.0908750569615222"
"330","0.75","0.75","0.75","0.7353515625","0.7353515625","0.7353515625","0.2490234375","0.2490234375","0.2490234375","0.0009765625","0.0009765625","0.0009765625","0.263671875","0.263671875","0.263671875","0.0009765625","0.0009765625","0.0009765625","0.0953629714786075","0.0953629714786075","0.0953629714786075","0.7421875","0.7421875","0.7421875","0.7373046875","0.7373046875","0.7373046875","0.255859375","0.255859375","0.255859375","0.001953125","0.001953125","0.001953125","0.26171875","0.26171875","0.26171875","0.0009765625","0.0009765625","0.0009765625","0.09419621613051277","0.09419621613051277","0.09419621613051277","0.7451171875","0.7451171875","0.7451171875","0.75390625","0.75390625","0.75390625","0.251953125","0.251953125","0.251953125","0.0029296875","0.0029296875","0.0029296875","0.2451171875","0.2451171875","0.2451171875","0.0009765625","0.0009765625","0.0009765625","0.08716259572975105","0.08716259572975105","0.08716259572975105"
"331","0.7919921875","0.7919921875","0.7919921875","0.7314453125","0.7314453125","0.7314453125","0.2060546875","0.2060546875","0.2060546875","0.001953125","0.001953125","0.001953125","0.267578125","0.267578125","0.267578125","0.0009765625","0.0009765625","0.0009765625","0.09266929752993747","0.09266929752993747","0.09266929752993747","0.705078125","0.705078125","0.705078125","0.7333984375","0.7333984375","0.7333984375","0.2939453125","0.2939453125","0.2939453125","0.0009765625","0.0009765625","0.0009765625","0.2646484375","0.2646484375","0.2646484375","0.001953125","0.001953125","0.001953125","0.09012702959444141","0.09012702959444141","0.09012702959444141","0.681640625","0.681640625","0.681640625","0.72265625","0.72265625","0.72265625","0.318359375","0.318359375","0.318359375","0","0","0","0.2763671875","0.2763671875","0.2763671875","0.0009765625","0.0009765625","0.0009765625","0.1002393981689238","0.1002393981689238","0.1002393981689238"
"332","0.78125","0.78125","0.78125","0.7548828125","0.7548828125","0.7548828125","0.216796875","0.216796875","0.216796875","0.001953125","0.001953125","0.001953125","0.2431640625","0.2431640625","0.2431640625","0.001953125","0.001953125","0.001953125","0.09604244477304746","0.09604244477304746","0.09604244477304746","0.7529296875","0.7529296875","0.7529296875","0.7353515625","0.7353515625","0.7353515625","0.2451171875","0.2451171875","0.2451171875","0.001953125","0.001953125","0.001953125","0.263671875","0.263671875","0.263671875","0.0009765625","0.0009765625","0.0009765625","0.08552174904980347","0.08552174904980347","0.08552174904980347","0.7373046875","0.7373046875","0.7373046875","0.7177734375","0.7177734375","0.7177734375","0.2626953125","0.2626953125","0.2626953125","0","0","0","0.2822265625","0.2822265625","0.2822265625","0","0","0","0.10356142406817526","0.10356142406817526","0.10356142406817526"
