"Step","2of3-test_accuracy","2of3-test_accuracy__MIN","2of3-test_accuracy__MAX","2of3-accuracy","2of3-accuracy__MIN","2of3-accuracy__MAX","2of3-test_err1","2of3-test_err1__MIN","2of3-test_err1__MAX","2of3-test_err2","2of3-test_err2__MIN","2of3-test_err2__MAX","2of3-err1","2of3-err1__MIN","2of3-err1__MAX","2of3-err2","2of3-err2__MIN","2of3-err2__MAX","2of3-loss","2of3-loss__MIN","2of3-loss__MAX","1of3-test_accuracy","1of3-test_accuracy__MIN","1of3-test_accuracy__MAX","1of3-accuracy","1of3-accuracy__MIN","1of3-accuracy__MAX","1of3-test_err1","1of3-test_err1__MIN","1of3-test_err1__MAX","1of3-test_err2","1of3-test_err2__MIN","1of3-test_err2__MAX","1of3-err1","1of3-err1__MIN","1of3-err1__MAX","1of3-err2","1of3-err2__MIN","1of3-err2__MAX","1of3-loss","1of3-loss__MIN","1of3-loss__MAX","0of3-test_accuracy","0of3-test_accuracy__MIN","0of3-test_accuracy__MAX","0of3-accuracy","0of3-accuracy__MIN","0of3-accuracy__MAX","0of3-test_err1","0of3-test_err1__MIN","0of3-test_err1__MAX","0of3-test_err2","0of3-test_err2__MIN","0of3-test_err2__MAX","0of3-err1","0of3-err1__MIN","0of3-err1__MAX","0of3-err2","0of3-err2__MIN","0of3-err2__MAX","0of3-loss","0of3-loss__MIN","0of3-loss__MAX"
"333","0.69140625","0.69140625","0.69140625","0.728515625","0.728515625","0.728515625","0.30859375","0.30859375","0.30859375","0","0","0","0.2705078125","0.2705078125","0.2705078125","0.0009765625","0.0009765625","0.0009765625","0.09970953744777944","0.09970953744777944","0.09970953744777944","0.7001953125","0.7001953125","0.7001953125","0.7412109375","0.7412109375","0.7412109375","0.2978515625","0.2978515625","0.2978515625","0.001953125","0.001953125","0.001953125","0.2587890625","0.2587890625","0.2587890625","0","0","0","0.0955724495506729","0.0955724495506729","0.0955724495506729","0.689453125","0.689453125","0.689453125","0.744140625","0.744140625","0.744140625","0.30859375","0.30859375","0.30859375","0.001953125","0.001953125","0.001953125","0.2529296875","0.2529296875","0.2529296875","0.0029296875","0.0029296875","0.0029296875","0.10218661827821052","0.10218661827821052","0.10218661827821052"
"334","0.7734375","0.7734375","0.7734375","0.7099609375","0.7099609375","0.7099609375","0.2236328125","0.2236328125","0.2236328125","0.0029296875","0.0029296875","0.0029296875","0.2861328125","0.2861328125","0.2861328125","0.00390625","0.00390625","0.00390625","0.09764891868690029","0.09764891868690029","0.09764891868690029","0.734375","0.734375","0.734375","0.7177734375","0.7177734375","0.7177734375","0.2646484375","0.2646484375","0.2646484375","0.0009765625","0.0009765625","0.0009765625","0.2802734375","0.2802734375","0.2802734375","0.001953125","0.001953125","0.001953125","0.10107294152112445","0.10107294152112445","0.10107294152112445","0.7197265625","0.7197265625","0.7197265625","0.7138671875","0.7138671875","0.7138671875","0.2783203125","0.2783203125","0.2783203125","0.001953125","0.001953125","0.001953125","0.2861328125","0.2861328125","0.2861328125","0","0","0","0.09399081172887236","0.09399081172887236","0.09399081172887236"
"335","0.6962890625","0.6962890625","0.6962890625","0.72265625","0.72265625","0.72265625","0.302734375","0.302734375","0.302734375","0.0009765625","0.0009765625","0.0009765625","0.2724609375","0.2724609375","0.2724609375","0.0048828125","0.0048828125","0.0048828125","0.0915701370104216","0.0915701370104216","0.0915701370104216","0.7470703125","0.7470703125","0.7470703125","0.7265625","0.7265625","0.7265625","0.2509765625","0.2509765625","0.2509765625","0.001953125","0.001953125","0.001953125","0.271484375","0.271484375","0.271484375","0.001953125","0.001953125","0.001953125","0.09166985796036897","0.09166985796036897","0.09166985796036897","0.74609375","0.74609375","0.74609375","0.7373046875","0.7373046875","0.7373046875","0.2509765625","0.2509765625","0.2509765625","0.0029296875","0.0029296875","0.0029296875","0.2607421875","0.2607421875","0.2607421875","0.001953125","0.001953125","0.001953125","0.08741170076609706","0.08741170076609706","0.08741170076609706"
"336","0.744140625","0.744140625","0.744140625","0.751953125","0.751953125","0.751953125","0.2548828125","0.2548828125","0.2548828125","0.0009765625","0.0009765625","0.0009765625","0.2451171875","0.2451171875","0.2451171875","0.0029296875","0.0029296875","0.0029296875","0.08070977708848659","0.08070977708848659","0.08070977708848659","0.671875","0.671875","0.671875","0.73046875","0.73046875","0.73046875","0.3271484375","0.3271484375","0.3271484375","0.0009765625","0.0009765625","0.0009765625","0.2646484375","0.2646484375","0.2646484375","0.0048828125","0.0048828125","0.0048828125","0.09025101422594162","0.09025101422594162","0.09025101422594162","0.6875","0.6875","0.6875","0.7548828125","0.7548828125","0.7548828125","0.3125","0.3125","0.3125","0","0","0","0.2431640625","0.2431640625","0.2431640625","0.001953125","0.001953125","0.001953125","0.08706612875175779","0.08706612875175779","0.08706612875175779"
"337","0.7548828125","0.7548828125","0.7548828125","0.7392578125","0.7392578125","0.7392578125","0.2431640625","0.2431640625","0.2431640625","0.001953125","0.001953125","0.001953125","0.2607421875","0.2607421875","0.2607421875","0","0","0","0.09403119665694248","0.09403119665694248","0.09403119665694248","0.765625","0.765625","0.765625","0.7197265625","0.7197265625","0.7197265625","0.2333984375","0.2333984375","0.2333984375","0.0009765625","0.0009765625","0.0009765625","0.27734375","0.27734375","0.27734375","0.0029296875","0.0029296875","0.0029296875","0.09640338402823545","0.09640338402823545","0.09640338402823545","0.765625","0.765625","0.765625","0.71875","0.71875","0.71875","0.2333984375","0.2333984375","0.2333984375","0.0009765625","0.0009765625","0.0009765625","0.279296875","0.279296875","0.279296875","0.001953125","0.001953125","0.001953125","0.09681371110491455","0.09681371110491455","0.09681371110491455"
"338","0.705078125","0.705078125","0.705078125","0.755859375","0.755859375","0.755859375","0.2939453125","0.2939453125","0.2939453125","0.0009765625","0.0009765625","0.0009765625","0.244140625","0.244140625","0.244140625","0","0","0","0.09157237427280052","0.09157237427280052","0.09157237427280052","0.734375","0.734375","0.734375","0.740234375","0.740234375","0.740234375","0.2646484375","0.2646484375","0.2646484375","0.0009765625","0.0009765625","0.0009765625","0.2578125","0.2578125","0.2578125","0.001953125","0.001953125","0.001953125","0.09714122489094734","0.09714122489094734","0.09714122489094734","0.75","0.75","0.75","0.7529296875","0.7529296875","0.7529296875","0.248046875","0.248046875","0.248046875","0.001953125","0.001953125","0.001953125","0.244140625","0.244140625","0.244140625","0.0029296875","0.0029296875","0.0029296875","0.09444193443050608","0.09444193443050608","0.09444193443050608"
"339","0.75","0.75","0.75","0.71875","0.71875","0.71875","0.25","0.25","0.25","0","0","0","0.279296875","0.279296875","0.279296875","0.001953125","0.001953125","0.001953125","0.08898989729641471","0.08898989729641471","0.08898989729641471","0.693359375","0.693359375","0.693359375","0.7490234375","0.7490234375","0.7490234375","0.3056640625","0.3056640625","0.3056640625","0.0009765625","0.0009765625","0.0009765625","0.25","0.25","0.25","0.0009765625","0.0009765625","0.0009765625","0.09306402646689094","0.09306402646689094","0.09306402646689094","0.78515625","0.78515625","0.78515625","0.73828125","0.73828125","0.73828125","0.2109375","0.2109375","0.2109375","0.00390625","0.00390625","0.00390625","0.26171875","0.26171875","0.26171875","0","0","0","0.08364240895753028","0.08364240895753028","0.08364240895753028"
"340","0.7177734375","0.7177734375","0.7177734375","0.74609375","0.74609375","0.74609375","0.2783203125","0.2783203125","0.2783203125","0.00390625","0.00390625","0.00390625","0.2509765625","0.2509765625","0.2509765625","0.0029296875","0.0029296875","0.0029296875","0.09406919910543365","0.09406919910543365","0.09406919910543365","0.7080078125","0.7080078125","0.7080078125","0.74609375","0.74609375","0.74609375","0.291015625","0.291015625","0.291015625","0.0009765625","0.0009765625","0.0009765625","0.251953125","0.251953125","0.251953125","0.001953125","0.001953125","0.001953125","0.09235023933433695","0.09235023933433695","0.09235023933433695","0.74609375","0.74609375","0.74609375","0.75390625","0.75390625","0.75390625","0.251953125","0.251953125","0.251953125","0.001953125","0.001953125","0.001953125","0.2451171875","0.2451171875","0.2451171875","0.0009765625","0.0009765625","0.0009765625","0.09036622101120884","0.09036622101120884","0.09036622101120884"
"341","0.7333984375","0.7333984375","0.7333984375","0.7294921875","0.7294921875","0.7294921875","0.2626953125","0.2626953125","0.2626953125","0.00390625","0.00390625","0.00390625","0.2685546875","0.2685546875","0.2685546875","0.001953125","0.001953125","0.001953125","0.09578205674188212","0.09578205674188212","0.09578205674188212","0.7490234375","0.7490234375","0.7490234375","0.716796875","0.716796875","0.716796875","0.25","0.25","0.25","0.0009765625","0.0009765625","0.0009765625","0.2822265625","0.2822265625","0.2822265625","0.0009765625","0.0009765625","0.0009765625","0.10567966587404953","0.10567966587404953","0.10567966587404953","0.6748046875","0.6748046875","0.6748046875","0.7275390625","0.7275390625","0.7275390625","0.3251953125","0.3251953125","0.3251953125","0","0","0","0.2705078125","0.2705078125","0.2705078125","0.001953125","0.001953125","0.001953125","0.09413523660623468","0.09413523660623468","0.09413523660623468"
"342","0.7587890625","0.7587890625","0.7587890625","0.71484375","0.71484375","0.71484375","0.23828125","0.23828125","0.23828125","0.0029296875","0.0029296875","0.0029296875","0.2822265625","0.2822265625","0.2822265625","0.0029296875","0.0029296875","0.0029296875","0.10192633649421623","0.10192633649421623","0.10192633649421623","0.75390625","0.75390625","0.75390625","0.7646484375","0.7646484375","0.7646484375","0.24609375","0.24609375","0.24609375","0","0","0","0.2333984375","0.2333984375","0.2333984375","0.001953125","0.001953125","0.001953125","0.08431548945372924","0.08431548945372924","0.08431548945372924","0.7646484375","0.7646484375","0.7646484375","0.7099609375","0.7099609375","0.7099609375","0.2314453125","0.2314453125","0.2314453125","0.00390625","0.00390625","0.00390625","0.2880859375","0.2880859375","0.2880859375","0.001953125","0.001953125","0.001953125","0.08952445745671866","0.08952445745671866","0.08952445745671866"
"343","0.716796875","0.716796875","0.716796875","0.7529296875","0.7529296875","0.7529296875","0.2783203125","0.2783203125","0.2783203125","0.0048828125","0.0048828125","0.0048828125","0.2451171875","0.2451171875","0.2451171875","0.001953125","0.001953125","0.001953125","0.0882250189606566","0.0882250189606566","0.0882250189606566","0.74609375","0.74609375","0.74609375","0.73828125","0.73828125","0.73828125","0.25","0.25","0.25","0.00390625","0.00390625","0.00390625","0.26171875","0.26171875","0.26171875","0","0","0","0.08916075293382164","0.08916075293382164","0.08916075293382164","0.7216796875","0.7216796875","0.7216796875","0.748046875","0.748046875","0.748046875","0.275390625","0.275390625","0.275390625","0.0029296875","0.0029296875","0.0029296875","0.2490234375","0.2490234375","0.2490234375","0.0029296875","0.0029296875","0.0029296875","0.09229664321173914","0.09229664321173914","0.09229664321173914"
"344","0.6572265625","0.6572265625","0.6572265625","0.75390625","0.75390625","0.75390625","0.3427734375","0.3427734375","0.3427734375","0","0","0","0.2431640625","0.2431640625","0.2431640625","0.0029296875","0.0029296875","0.0029296875","0.08921754080802202","0.08921754080802202","0.08921754080802202","0.6962890625","0.6962890625","0.6962890625","0.765625","0.765625","0.765625","0.302734375","0.302734375","0.302734375","0.0009765625","0.0009765625","0.0009765625","0.234375","0.234375","0.234375","0","0","0","0.08725912415684434","0.08725912415684434","0.08725912415684434","0.6884765625","0.6884765625","0.6884765625","0.7587890625","0.7587890625","0.7587890625","0.3115234375","0.3115234375","0.3115234375","0","0","0","0.240234375","0.240234375","0.240234375","0.0009765625","0.0009765625","0.0009765625","0.08277503569115652","0.08277503569115652","0.08277503569115652"
"345","0.728515625","0.728515625","0.728515625","0.724609375","0.724609375","0.724609375","0.2705078125","0.2705078125","0.2705078125","0.0009765625","0.0009765625","0.0009765625","0.275390625","0.275390625","0.275390625","0","0","0","0.09124219223303953","0.09124219223303953","0.09124219223303953","0.759765625","0.759765625","0.759765625","0.728515625","0.728515625","0.728515625","0.2373046875","0.2373046875","0.2373046875","0.0029296875","0.0029296875","0.0029296875","0.2685546875","0.2685546875","0.2685546875","0.0029296875","0.0029296875","0.0029296875","0.09550543818477308","0.09550543818477308","0.09550543818477308","0.728515625","0.728515625","0.728515625","0.7412109375","0.7412109375","0.7412109375","0.2705078125","0.2705078125","0.2705078125","0.0009765625","0.0009765625","0.0009765625","0.2578125","0.2578125","0.2578125","0.0009765625","0.0009765625","0.0009765625","0.0884381655996549","0.0884381655996549","0.0884381655996549"
"346","0.7568359375","0.7568359375","0.7568359375","0.744140625","0.744140625","0.744140625","0.2392578125","0.2392578125","0.2392578125","0.00390625","0.00390625","0.00390625","0.2548828125","0.2548828125","0.2548828125","0.0009765625","0.0009765625","0.0009765625","0.09246651707508136","0.09246651707508136","0.09246651707508136","0.775390625","0.775390625","0.775390625","0.7421875","0.7421875","0.7421875","0.220703125","0.220703125","0.220703125","0.00390625","0.00390625","0.00390625","0.2548828125","0.2548828125","0.2548828125","0.0029296875","0.0029296875","0.0029296875","0.09032732083869632","0.09032732083869632","0.09032732083869632","0.78515625","0.78515625","0.78515625","0.7470703125","0.7470703125","0.7470703125","0.2080078125","0.2080078125","0.2080078125","0.0068359375","0.0068359375","0.0068359375","0.25","0.25","0.25","0.0029296875","0.0029296875","0.0029296875","0.09445110014348757","0.09445110014348757","0.09445110014348757"
"347","0.7421875","0.7421875","0.7421875","0.7470703125","0.7470703125","0.7470703125","0.2578125","0.2578125","0.2578125","0","0","0","0.251953125","0.251953125","0.251953125","0.0009765625","0.0009765625","0.0009765625","0.09707283788156928","0.09707283788156928","0.09707283788156928","0.76953125","0.76953125","0.76953125","0.76171875","0.76171875","0.76171875","0.2294921875","0.2294921875","0.2294921875","0.0009765625","0.0009765625","0.0009765625","0.2373046875","0.2373046875","0.2373046875","0.0009765625","0.0009765625","0.0009765625","0.0895041793010023","0.0895041793010023","0.0895041793010023","0.751953125","0.751953125","0.751953125","0.7412109375","0.7412109375","0.7412109375","0.2470703125","0.2470703125","0.2470703125","0.0009765625","0.0009765625","0.0009765625","0.2568359375","0.2568359375","0.2568359375","0.001953125","0.001953125","0.001953125","0.10147344498273014","0.10147344498273014","0.10147344498273014"
"348","0.7666015625","0.7666015625","0.7666015625","0.748046875","0.748046875","0.748046875","0.232421875","0.232421875","0.232421875","0.0009765625","0.0009765625","0.0009765625","0.25","0.25","0.25","0.001953125","0.001953125","0.001953125","0.08978887461489649","0.08978887461489649","0.08978887461489649","0.796875","0.796875","0.796875","0.734375","0.734375","0.734375","0.201171875","0.201171875","0.201171875","0.001953125","0.001953125","0.001953125","0.2646484375","0.2646484375","0.2646484375","0.0009765625","0.0009765625","0.0009765625","0.09639730312483152","0.09639730312483152","0.09639730312483152","0.7451171875","0.7451171875","0.7451171875","0.744140625","0.744140625","0.744140625","0.2529296875","0.2529296875","0.2529296875","0.001953125","0.001953125","0.001953125","0.25390625","0.25390625","0.25390625","0.001953125","0.001953125","0.001953125","0.09701212026266148","0.09701212026266148","0.09701212026266148"
"349","0.7373046875","0.7373046875","0.7373046875","0.7705078125","0.7705078125","0.7705078125","0.259765625","0.259765625","0.259765625","0.0029296875","0.0029296875","0.0029296875","0.2265625","0.2265625","0.2265625","0.0029296875","0.0029296875","0.0029296875","0.08054827741216286","0.08054827741216286","0.08054827741216286","0.69921875","0.69921875","0.69921875","0.7685546875","0.7685546875","0.7685546875","0.2998046875","0.2998046875","0.2998046875","0.0009765625","0.0009765625","0.0009765625","0.23046875","0.23046875","0.23046875","0.0009765625","0.0009765625","0.0009765625","0.08701071397808846","0.08701071397808846","0.08701071397808846","0.71875","0.71875","0.71875","0.7548828125","0.7548828125","0.7548828125","0.28125","0.28125","0.28125","0","0","0","0.2451171875","0.2451171875","0.2451171875","0","0","0","0.08268566509650555","0.08268566509650555","0.08268566509650555"
